line,page,date,site,trap,day,trap_id,species,subspecies,sex,A,B,carapace,car_max,plastron,depth,mass,leeches,recap,mark_1,mark_final,picture,blood,smear,comments
634,21,14-07-2018,J,4,,64,PRUB,NA,F,NA,NA,298,303,284,115,2980,0,R,130,130,,N,N,
635,22,14-07-2018,J,4,,64,PRUB,NA,F,NA,NA,275,278,255,97,2390,1,R,150,150,,N,N,
636,22,14-07-2018,J,5,,65,CPIC,NA,M,NA,NA,124,124,116,42,215,0,N,434,434,,N,N,dark plastron
637,22,14-07-2018,J,5,,65,PRUB,NA,M,NA,NA,183,185,166,62,645,3,N,112,112,,N,N,
638,22,14-07-2018,J,6,,66,CPIC,marginata,M,NA,NA,117,117,104,40,185,2,N,452,452,,N,N,
639,22,14-07-2018,J,6,,66,CPIC,marginata,F,NA,NA,140,141,133,52,355,1,N,454,454,,N,N,plastron blotch faint
640,22,14-07-2018,J,7,,67,CPIC,marginata,M,NA,NA,117,118,108,40,200,0,N,464,464,,N,N,
641,22,14-07-2018,J,7,,67,CPIC,marginata,F,NA,NA,135,135,124,47,280,1,N,472,472,,N,N,plastron blotch faint; dark plastron
642,22,14-07-2018,J,7,,67,CPIC,picta,F,NA,NA,137,137,128,49,310,0,N,474,474,,N,N,
643,22,14-07-2018,J,8,,68,CSER,NA,F,84,73,251,259,188,96,3490,0,R,20,20,,N,N,small mark; previoulsy measured as a female
644,22,14-07-2018,J,10,,70,SODO,NA,M,NA,NA,108,109,73,39,155,1,N,124,124,,N,N,
645,22,18-07-2018,K,10,,80,CSER,NA,M,83,91,258,269,195,92,4260,2,N,660,660,,N,N,
646,22,18-07-2018,K,10,,80,CPIC,picta,M,NA,NA,134,134,119,44,260,0,R,5,5,,N,N,faint blotches not centered around midline of plastron; 1st caught before summer 2018
647,22,18-07-2018,K,10,,80,CPIC,marginata,M,NA,NA,113,113,103,37,170,0,N,137,137,,N,N,missing back rt foot
648,22,18-07-2018,K,10,,80,CPIC,marginata,F,NA,NA,140,140,132,46,320,2,N,148,148,,N,N,plastron blotch faint
649,22,18-07-2018,K,10,,80,CPIC,picta,M,NA,NA,138,139,133,49,350,2,N,118,118,,N,N,
650,22,18-07-2018,K,10,,80,SODO,NA,F,NA,NA,64,64,52,31,40,2,N,72,72,,N,N,small/ juvenile
651,22,18-07-2018,K,9,,79,CPIC,marginata,M,NA,NA,125,125,118,41,240,0,N,138,138,,N,N,
652,22,18-07-2018,K,9,,79,CPIC,marginata,M,NA,NA,123,123,114,40,220,1,N,139,139,,N,N,
653,22,18-07-2018,K,9,,79,CPIC,marginata,F,NA,NA,165,165,156,56,570,2,N,157,157,,N,N,plastron blotch faint
654,22,18-07-2018,K,9,,79,CPIC,picta,F,NA,NA,166,166,160,55,580,8,N,158,158,,N,N,
655,22,18-07-2018,K,9,,79,CPIC,marginata,M,NA,NA,111,111,106,36,170,0,N,159,159,,N,N,
656,22,18-07-2018,K,8,,79,CSER,NA,M,124,125,336,359,259,147,11140,7,N,690,690,,N,N,
657,22,18-07-2018,K,8,,79,CPIC,picta,F,NA,NA,161,161,154,52,530,1,N,119,119,,N,N,
658,22,18-07-2018,K,8,,79,CPIC,marginata,M,NA,NA,135,141,128,43,330,0,N,465,465,,N,N,bottom left carapace damage (crushed?)
659,22,18-07-2018,K,7,,77,CPIC,marginata,M,NA,NA,129,129,119,47,240,0,N,1009,1009,,N,N,13 marginal scutes on each side
660,22,18-07-2018,K,5,,75,CPIC,marginata,M,NA,NA,95,95,85,32,90,0,N,188,188,,N,N,
661,22,18-07-2018,K,4,,74,CPIC,marginata,F,NA,NA,73,73,65,28,50,0,N,149,149,,N,N,plastron blotch faint
662,22,18-07-2018,K,3,,73,CPIC,picta,F,NA,NA,84,84,78,30,70,0,N,381,381,,N,N,
663,22,18-07-2018,K,2,,72,CPIC,marginata,M,NA,NA,130,130,119,40,240,0,N,197,197,,N,N,damage to 10
664,22,18-07-2018,K,2,,72,CPIC,marginata,M,NA,NA,131,131,120,43,250,2,N,186,186,,N,N,tail nubbed
665,22,19-07-2018,K,8,,78,CPIC,marginata,F,NA,NA,112,112,103,40,205,3,N,345,345,,N,N,plastron blotch faint
666,22,19-07-2018,K,8,,78,CPIC,marginata,M,NA,NA,134,134,121,40,240,0,N,346,346,,N,N,
667,22,19-07-2018,K,8,,78,CPIC,marginata,M,NA,NA,131,133,121,41,260,0,N,347,347,,N,N,
668,23,19-07-2018,K,5,,75,CPIC,picta,M,NA,NA,131,133,120,41,245,4,N,375,375,,N,N,
669,23,19-07-2018,K,4,,74,CPIC,marginata,M,NA,NA,130,131,119,42,250,2,R,186,186,,N,N,tail damage
670,23,19-07-2018,K,4,,74,CPIC,marginata,M,NA,NA,140,141,129,45,325,5,R,465,465,,N,N,damage to rear left carapace
671,23,19-07-2018,L,2,,82,CPIC,marginata,M,NA,NA,124,124,120,45,250,0,N,428,428,,N,N,no right back foot
672,23,19-07-2018,L,2,,82,CPIC,marginata,F,NA,NA,139,140,119,40,285,1,N,99,99,,N,N,tail gone past cloaca; hard to sex; 13 marginal scutes on left side
673,23,19-07-2018,L,4,,84,CPIC,marginata,F,NA,NA,148,148,140,52,430,3,N,98,98,,N,N,
674,23,19-07-2018,L,5,,85,CPIC,marginata,U,NA,NA,76,77,69,26,55,2,N,129,129,,N,N,
675,23,19-07-2018,L,5,,85,CPIC,marginata,M,NA,NA,127,128,120,39,225,3,N,429,429,,N,N,
676,23,19-07-2018,L,5,,85,CPIC,marginata,M,NA,NA,122,124,114,41,220,0,N,128,128,,N,N,plastron blotch faint
677,23,19-07-2018,L,5,,85,CPIC,marginata,M,NA,NA,123,127,112,41,180,1,N,109,109,,N,N,
678,23,19-07-2018,L,5,,85,CPIC,marginata,F,NA,NA,113,113,109,40,205,1,N,308,308,,N,N,
679,23,19-07-2018,L,6,,86,CPIC,marginata,U,NA,NA,63,63,57,23,30,0,N,209,209,,N,N,
680,23,19-07-2018,L,7,,87,CPIC,marginata,M,NA,NA,116,116,111,38,185,17,N,248,248,,N,N,
681,23,19-07-2018,L,7,,87,CPIC,marginata,M,NA,NA,138,140,126,44,295,5,N,218,218,,N,N,
682,23,19-07-2018,L,7,,87,CPIC,marginata,M,NA,NA,139,141,122,43,300,1,N,219,219,,N,N,
683,23,19-07-2018,L,7,,87,CPIC,marginata,F,NA,NA,147,147,137,51,430,0,N,475,475,,N,N,plastron blotch faint; damage to 200 and 20 (scraped): rt foot gone
684,23,19-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,134,134,123,40,270,2,N,249,249,,N,N,
685,23,20-07-2018,K,6,,76,CPIC,marginata,M,NA,NA,123,123,113,39,220,1,R,139,139,,N,N,
686,23,20-07-2018,K,5,,75,CPIC,marginata,F,NA,NA,103,103,97,35,145,0,N,377,377,,N,N,difficult to sex
687,23,20-07-2018,K,4,,74,CPIC,picta,F,NA,NA,155,155,146,52,450,3,N,437,437,,N,N,
688,23,20-07-2018,L,1,,81,CPIC,marginata,F,NA,NA,148,148,140,52,440,1,R,98,98,,N,N,
689,23,20-07-2018,L,2,,82,GINS,NA,U,NA,NA,86,89,77,31,85,NA,N,20,20,,N,N,WOOD TURTLE!!!!!! Nails and tail base short -- around 3 years old
690,23,20-07-2018,L,6,,86,CPIC,marginata,U,NA,NA,58,59,52,23,25,0,N,500,500,,N,N,
691,23,20-07-2018,L,6,,86,CPIC,marginata,M,NA,NA,136,137,122,41,285,6,N,1005,1005,,N,N,13 marginal scutes on each side
692,23,21-07-2018,K,5,,75,CPIC,marginata,F,NA,NA,77,77,68,29,55,2,N,480,480,,N,N,difficult to sex; damage to 1000
693,23,21-07-2018,K,4,,74,CPIC,marginata,M,NA,NA,98,98,92,36,135,5,N,446,446,,N,N,damage to rt rear carapace
694,23,21-07-2018,K,4,,74,CPIC,marginata,F,NA,NA,119,119,116,40,215,1,N,449,449,,N,N,plastron blotch faint
695,23,21-07-2018,K,3,,73,CPIC,picta,F,NA,NA,117,117,110,43,210,2,N,719,719,,N,N,
696,23,21-07-2018,K,3,,73,CPIC,marginata,M,NA,NA,120,120,110,42,225,4,R,8,8,,N,N,
697,23,21-07-2018,K,3,,73,CPIC,marginata,M,NA,NA,131,133,121,43,255,1,R,347,347,,N,N,
698,23,21-07-2018,K,1,,71,CPIC,marginata,M,NA,NA,140,140,125,47,320,9,R,11,11,,N,N,right front claws gone
699,23,21-07-2018,K,1,,71,CPIC,marginata,M,NA,NA,106,108,99,36,110,3,N,419,419,,N,N,
700,23,21-07-2018,K,9,,79,CPIC,marginata,U,NA,NA,50,50,46,20,15,0,N,777,777,,N,N,found as putting up traps; TINY
701,24,21-07-2018,L,1,,81,CPIC,marginata,M,NA,NA,131,131,122,41,270,5,N,436,436,,N,N,missing some claws on front limbs
702,24,21-07-2018,L,7,,87,CPIC,marginata,F,NA,NA,139,140,120,39,275,1,R,99,99,,N,N,tail missing; difficult to sex
703,24,21-07-2018,L,7,,87,CPIC,marginata,F,NA,NA,126,126,120,45,285,0,N,482,482,,N,N,plastron blotch very faint
704,24,21-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,128,128,120,41,240,0,R,204,204,,N,N,plastron blotch faint
705,24,21-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,127,128,118,37,225,2,R,429,429,,N,N,
706,24,21-07-2018,L,8,,88,CPIC,marginata,F,NA,NA,154,154,146,55,470,1,N,484,484,,N,N,
707,24,21-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,132,134,123,45,275,NA,N,481,481,,N,N,plastron blotch faint
708,24,21-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,117,118,109,36,185,1,N,473,473,,N,N,
709,24,21-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,141,143,128,47,340,3,N,478,478,,N,N,
710,24,21-07-2018,L,8,,88,CPIC,marginata,M,NA,NA,130,130,119,39,245,0,N,479,479,,N,N,
711,24,22-07-2018,L,1,,81,CPIC,marginata,M,NA,NA,136,138,126,44,295,0,N,89,89,,N,N,
712,24,22-07-2018,L,5,,85,CSER,NA,U,NA,NA,93,97,72,41,170,1,N,770,770,,N,N,juvenile; really mucky carapace
713,24,29-07-2018,M,2,,92,CPIC,picta,F,NA,NA,154,154,145,57,470,0,N,354,354,,N,N,
714,24,29-07-2018,M,2,,92,CPIC,marginata,M,NA,NA,128,129,116,39,225,2,N,351,351,,N,N,1 nail on front right very short
715,24,29-07-2018,M,2,,92,CPIC,picta,F,NA,NA,158,158,148,64,525,0,N,300+40+70+1,300+40+70+1,,N,N,
716,24,29-07-2018,M,2,,92,CPIC,picta,F,NA,NA,151,151,144,48,420,1,N,352,352,,N,N,
717,24,29-07-2018,M,4,,94,CPIC,marginata,M,NA,NA,115,115,104,37,170,1,N,367,367,,N,N,
718,24,29-07-2018,M,4,,94,CSER,NA,F,60,50,172,180,130,79,1260,7,N,900,900,,N,N,
719,24,29-07-2018,M,5,,95,CPIC,marginata,F,NA,NA,90,90,87,34,90,0,N,467,467,,N,N,difficult to sex
720,24,29-07-2018,M,5,,95,CPIC,picta,M,NA,NA,90,90,83,33,80,0,N,476,476,,N,N,
721,24,29-07-2018,M,5,,95,CPIC,marginata,M,NA,NA,84,84,78,32,70,0,N,337,337,,N,N,difficult to sex
722,24,29-07-2018,M,5,,95,CPIC,picta,M,NA,NA,129,129,118,43,235,0,N,394,394,,N,N,
723,24,29-07-2018,M,5,,95,CPIC,marginata,M,NA,NA,119,119,109,40,190,0,N,433,433,,N,N,missing middle claw on left front foot
724,24,29-07-2018,M,5,,95,CPIC,marginata,F,NA,NA,98,98,93,37,125,NA,N,463,463,,N,N,unable to get back legs out to count leeches
725,24,29-07-2018,M,6,,96,CSER,NA,F,97,72,276,287,201,111,4410,0,N,100,100,,N,N,
726,24,29-07-2018,M,6,,96,CSER,NA,M,111,122,335,347,248,131,8780,1,N,710,710,,N,N,
727,24,29-07-2018,M,6,,96,CPIC,marginata,F,NA,NA,126,126,119,42,225,0,N,435,435,,N,N,
728,24,29-07-2018,M,6,,96,CPIC,marginata,M,NA,NA,137,138,127,42,255,1,N,453,453,,N,N,
729,24,29-07-2018,M,8,,98,CPIC,marginata,M,NA,NA,112,112,106,37,155,NA,N,456,456,,N,N,
730,24,29-07-2018,M,9,,99,CPIC,marginata,M,NA,NA,81,81,73,30,60,0,N,457,457,,N,N,difficult to sex
731,24,29-07-2018,M,9,,99,CPIC,marginata,M,NA,NA,112,113,105,37,165,0,N,455,455,,N,N,missing nails on left front
732,24,29-07-2018,M,9,,99,CPIC,marginata,F,NA,NA,123,124,113,40,225,0,N,335,335,,N,N,cloaca at edge of carapace
733,24,29-07-2018,M,9,,99,CPIC,marginata,F,NA,NA,133,133,125,48,340,NA,N,333,333,,N,N,
734,25,29-07-2018,M,10,,100,CPIC,marginata,M,NA,NA,121,121,115,41,210,2,N,840,840,,N,N,
735,25,29-07-2018,M,10,,100,CSER,NA,M,131,157,364,371,290,163,12320,9,N,730,730,,N,N,
736,25,29-07-2018,M,11,,101,SODO,NA,F,NA,NA,108,108,79,44,175,3,N,17,17,,N,N,left rear carapace damage; all pics this day until this point are a trap behind
737,25,29-07-2018,M,11,,101,SODO,NA,M,NA,NA,86,86,60,35,70,0,N,18,18,,N,N,
738,25,29-07-2018,M,12,,102,CSER,NA,M,130,152,385,397,281,152,13240,0,N,720,720,,N,N,scar lower right plastron
739,25,29-07-2018,M,12,,102,CSER,NA,M,96,111,275,286,201,115,4850,0,N,740,740,,N,N,
740,25,29-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,139,140,133,42,275,5,N,438,438,,N,N,nubbed tail
741,25,29-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,131,134,124,41,260,0,N,349,349,,N,N,plastron blotch very faint
742,25,29-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,128,130,126,49,255,0,N,382,382,,N,N,
743,25,29-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,130,130,116,42,240,0,N,1024,1024,,N,N,chunk out of left rear carapace; tail a bit nubbed
744,25,29-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,117,117,109,39,170,0,N,343,343,,N,N,
745,25,29-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,121,122,110,37,175,0,N,348,348,,N,N,
746,25,29-07-2018,M,12,,102,SODO,NA,F,NA,NA,94,94,71,40,120,0,N,25,25,,N,N,
747,25,29-07-2018,M,1,,91,CPIC,marginata,F,NA,NA,151,151,143,53,425,NA,N,1011,1011,,N,N,
748,25,29-07-2018,M,1,,91,CSER,NA,F,103,78,288,301,218,117,5700,0,N,750,750,,N,N,small 100 and 10 scutes
749,25,30-07-2018,M,7,,97,CSER,NA,F,105,70,298,307,231,132,6060,0,N,760,760,,N,N,
750,25,30-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,129,130,125,50,260,7,R,382,382,,N,N,both carapace and plastron warped
751,25,30-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,131,131,122,44,265,0,N,486,486,,N,N,
752,25,30-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,132,132,119,42,245,0,N,489,489,,N,N,
753,25,30-07-2018,M,12,,102,CPIC,picta,F,NA,NA,137,137,131,51,365,0,N,488,488,,N,N,
754,25,30-07-2018,M,12,,102,CPIC,picta,F,NA,NA,149,149,137,52,425,2,N,487,487,,N,N,damage to marginal scute above 70
755,25,30-07-2018,M,1,,91,CPIC,marginata,M,NA,NA,131,131,116,38,215,0,N,483,483,,N,N,13 marginal scutes on each side
756,25,31-07-2018,M,2,,92,CPIC,marginata,M,NA,NA,129,129,118,41,240,0,R,394,394,,N,N,"previously said picta, but plastron blotch seen this time"
757,25,31-07-2018,M,2,,92,CPIC,marginata,M,NA,NA,96,96,89,35,120,0,N,391,391,,N,N,
758,25,31-07-2018,M,2,,92,CPIC,marginata,M,NA,NA,126,129,113,42,240,1,N,392,392,,N,N,plastron blotch faint
759,25,31-07-2018,M,2,,92,CPIC,marginata,F,NA,NA,149,149,135,51,410,3,N,384,384,,N,N,
760,25,31-07-2018,M,2,,92,CPIC,picta,M,NA,NA,128,130,117,41,240,0,N,365,365,,N,N,
761,25,31-07-2018,M,2,,92,CPIC,marginata,M,NA,NA,134,135,125,44,290,1,N,309,309,,N,N,
762,25,31-07-2018,M,2,,92,CPIC,marginata,M,NA,NA,127,129,119,40,260,6,N,366,366,,N,N,
763,25,31-07-2018,M,3,,93,TSCR,NA,M,NA,NA,197,200,173,75,1070,0,N,10,10,,N,N,"Red-eared slider, T. s. elegans"
764,25,31-07-2018,M,3,,93,CPIC,marginata,M,NA,NA,103,103,92,33,135,0,N,357,357,,N,N,
765,25,31-07-2018,M,3,,93,CPIC,marginata,M,NA,NA,121,122,110,38,220,5,N,356,356,,N,N,plastron blotch faint
766,25,31-07-2018,M,3,,93,CPIC,marginata,F,NA,NA,145,145,137,54,410,30,N,383,383,,N,N,divets in left abdominal and right pectoral scutes
767,26,31-07-2018,M,5,,95,CPIC,marginata,M,NA,NA,132,133,122,44,265,0,N,378,378,,N,N,
768,26,31-07-2018,M,6,,96,CPIC,marginata,M,NA,NA,109,109,102,35,150,0,N,379,379,,N,N,
769,26,31-07-2018,M,7,,97,CPIC,marginata,M,NA,NA,106,106,99,36,155,0,N,353,353,,N,N,
770,26,31-07-2018,M,7,,97,CPIC,marginata,M,NA,NA,130,131,115,41,250,21,N,355,355,,N,N,
771,26,31-07-2018,M,7,,97,CPIC,marginata,M,NA,NA,119,119,106,40,200,1,N,358,358,,N,N,
772,26,31-07-2018,M,8,,98,CPIC,marginata,M,NA,NA,105,105,98,37,150,1,N,369,369,,N,N,
773,26,31-07-2018,M,8,,98,CPIC,marginata,M,NA,NA,121,121,113,41,220,0,N,376,376,,N,N,
774,26,31-07-2018,M,8,,98,CPIC,picta,M,NA,NA,133,133,119,43,250,1,N,359,359,,N,N,
775,26,31-07-2018,M,10,,100,CPIC,marginata,M,NA,NA,124,126,111,38,220,2,N,373,373,,N,N,
776,26,31-07-2018,M,10,,100,CPIC,marginata,M,NA,NA,137,139,125,42,300,0,N,466,466,,N,N,
777,26,31-07-2018,M,10,,100,CPIC,marginata,F,NA,NA,140,140,130,50,345,8,N,458,458,,N,N,
778,26,31-07-2018,M,10,,100,CPIC,marginata,M,NA,NA,134,134,126,43,280,0,N,439,439,,N,N,
779,26,31-07-2018,M,10,,100,CPIC,NA,M,NA,NA,133,134,121,43,250,5,N,459,459,,N,N,
780,26,31-07-2018,M,11,,101,CPIC,picta,M,NA,NA,96,96,89,33,115,0,N,469,469,,N,N,
781,26,31-07-2018,M,11,,101,CPIC,marginata,M,NA,NA,117,117,106,36,190,0,N,395,395,,N,N,
782,26,31-07-2018,M,11,,101,CPIC,marginata,M,NA,NA,130,131,117,44,255,1,N,396,396,,N,N,
783,26,31-07-2018,M,11,,101,CPIC,marginata,M,NA,NA,131,131,122,43,280,2,N,386,386,,N,N,
784,26,31-07-2018,M,12,,102,CPIC,marginata,M,NA,NA,124,125,116,45,240,4,N,363,363,,N,N,bump on carapace
785,26,31-07-2018,M,1,,91,CPIC,picta,F,NA,NA,136,138,128,49,340,1,N,387,387,,N,N,rear plastron damage
786,26,31-07-2018,M,1,,91,CPIC,picta,F,NA,NA,144,144,138,51,390,0,N,388,388,,N,N,
787,26,8/1/18,M,6,,96,CPIC,marginata,M,NA,NA,125,130,112,41,240,1,R,392,392,,N,N,
788,26,8/1/18,M,7,,97,CPIC,marginata,M,NA,NA,127,129,114,37,230,2,N,397,397,,N,N,
789,26,8/1/18,M,7,,97,CPIC,marginata,M,NA,NA,125,125,112,42,230,0,N,398,398,,N,N,
790,26,8/1/18,M,7,,97,CPIC,marginata,M,NA,NA,127,129,113,40,240,1,N,399,399,,N,N,
791,26,8/1/18,M,7,,97,CPIC,marginata,F,NA,NA,133,133,126,51,305,2,N,385,385,,N,N,
792,26,8/1/18,M,7,,97,CPIC,marginata,M,NA,NA,137,139,127,44,280,0,N,389,389,,N,N,
793,26,8/1/18,M,7,,97,CPIC,marginata,F,NA,NA,153,153,147,57,470,3,N,393,393,,N,N,seams offset - marginata
794,26,8/1/18,M,8,,98,CPIC,marginata,M,NA,NA,98,101,97,35,130,2,N,338,338,,N,N,
795,26,8/1/18,M,8,,98,CPIC,marginata,M,NA,NA,119,119,105,39,175,0,N,1338,1338,,N,N,seams offset - marginata; dark plastron; 1st pic wrong (339)
796,26,8/1/18,M,8,,98,CPIC,marginata,M,NA,NA,116,116,107,40,205,0,N,368,368,,N,N,
797,26,8/1/18,M,8,,98,CPIC,marginata,M,NA,NA,128,129,116,39,220,1,N,468,468,,N,N,damage to tail and right front foot
798,26,8/1/18,M,8,,98,CPIC,marginata,M,NA,NA,127,128,117,43,245,1,N,255,255,,N,N,
799,26,8/1/18,M,8,,98,CPIC,marginata,F,NA,NA,142,142,133,51,345,0,N,258,258,,N,N,
800,27,8/1/18,M,8,,98,CPIC,marginata,M,NA,NA,132,133,120,43,245,1,N,339,339,Y,N,N,
801,27,8/1/18,M,8,,98,PRUB,NA,M,NA,NA,268,269,240,98,2190,1,N,6,6,Y,N,N,
802,27,8/1/18,M,10,,100,SODO,NA,F,NA,NA,94,94,71,41,135,7,R,25,25,Y,N,N,
803,27,8/1/18,M,10,,100,CPIC,marginata,F,NA,NA,139,139,130,50,345,6,R,458,458,Y,N,N,
804,27,8/1/18,M,10,,100,CPIC,marginata,M,NA,NA,131,134,117,42,260,0,N,327,327,Y,N,N,damage to front feet
805,27,8/1/18,M,10,,100,CPIC,marginata,M,NA,NA,123,123,112,40,225,2,N,328,328,Y,N,N,
806,27,8/1/18,M,10,,100,CPIC,marginata,M,NA,NA,132,134,114,42,275,1,N,313,313,Y,N,N,
807,27,8/1/18,M,10,,100,CPIC,marginata,M,NA,NA,126,129,115,40,250,0,N,253,253,Y,N,N,
808,27,8/1/18,M,11,,101,CPIC,marginata,M,NA,NA,131,133,118,42,270,0,N,267,267,Y,N,N,
809,27,8/1/18,M,11,,101,CPIC,marginata,M,NA,NA,125,126,113,43,245,1,N,179,179,Y,N,N,
810,27,8/1/18,M,11,,101,CPIC,marginata,F,NA,NA,148,148,134,51,400,1,N,199,199,Y,N,N,
811,27,8/1/18,M,1,,91,CPIC,marginata,M,NA,NA,136,137,123,45,300,2,N,1078,1078,,N,N,tail damage; 13 marginal scutes on left side
812,27,8/1/18,M,1,,91,CPIC,marginata,M,NA,NA,136,137,121,42,385,0,N,238,238,,N,N,
813,27,8/8/18,N,1,,103,CSER,NA,M,130,136,369,387,284,155,13050,26,N,800,800,Y,N,N,
814,27,8/8/18,N,1,,103,CPIC,marginata,M,NA,NA,119,120,107,35,190,0,N,1007,1007,Y,N,N,13 marginal scutes on each side
815,27,8/8/18,N,1,,103,CPIC,marginata,M,NA,NA,136,139,125,43,275,0,N,960,960,Y,N,N,
816,27,8/8/18,N,1,,103,CPIC,marginata,M,NA,NA,142,144,130,44,325,1,N,801,801,Y,N,N,
817,27,8/8/18,N,1,,103,SODO,NA,M,NA,NA,100,100,66,41,160,1,N,19,19,Y,N,N,
818,27,8/8/18,N,1,,103,SODO,NA,M,NA,NA,99,99,70,37,140,0,N,33,33,Y,N,N,
819,27,8/8/18,N,1,,103,SODO,NA,F,NA,NA,97,97,69,37,120,1,N,35,35,Y,N,N,small divet in bottom left carapace
820,27,8/8/18,N,3,,105,SODO,NA,F,NA,NA,99,99,72,41,145,11,N,107,107,Y,N,N,
821,27,8/8/18,N,3,,105,SODO,NA,M,NA,NA,111,111,71,41,185,2,N,37,37,Y,N,N,
822,27,8/8/18,N,4,,106,CSER,NA,M,104,130,304,315,228,126,7060,21,N,810,810,Y,N,N,
823,27,8/8/18,N,4,,106,CSER,NA,M,110,120,311,324,241,133,8040,1,N,820,820,Y,N,N,
824,27,8/8/18,N,4,,106,CPIC,marginata,M,NA,NA,114,115,106,37,175,0,N,161,161,Y,N,N,
825,27,8/8/18,N,4,,106,CPIC,marginata,M,NA,NA,113,114,108,37,180,1,N,162,162,Y,N,N,slight damage to 400 and divet in 40
826,27,8/8/18,N,4,,106,CPIC,marginata,F,NA,NA,143,144,134,50,405,1,N,164,164,Y,N,N,
827,27,8/8/18,N,4,,106,CPIC,marginata,F,NA,NA,153,153,140,52,415,0,N,166,166,Y,N,N,
828,27,8/8/18,N,4,,106,SODO,NA,F,NA,NA,99,99,76,37,135,1,N,53,53,Y,N,N,nose damage
829,27,8/8/18,N,7,,109,CPIC,marginata,M,NA,NA,122,124,115,40,220,0,N,491,491,Y,N,N,
830,27,8/8/18,N,7,,109,CPIC,marginata,M,NA,NA,135,137,122,42,285,0,N,2007,2007,Y,N,N,
831,27,8/8/18,N,7,,109,CPIC,marginata,F,NA,NA,142,142,130,50,345,1,N,611,611,Y,N,N,
832,27,8/8/18,N,7,,109,CPIC,marginata,M,NA,NA,129,134,122,42,265,6,N,163,163,Y,N,N,
833,28,8/8/18,N,7,,109,CPIC,marginata,M,NA,NA,130,132,118,39,230,0,N,167,167,Y,N,N,plastron blotch faint
834,28,8/8/18,N,8,,110,CPIC,marginata,F,NA,NA,157,157,152,54,490,0,N,490,490,Y,N,N,
835,28,8/8/18,N,8,,110,CPIC,marginata,M,NA,NA,144,145,124,44,290,1,N,492,492,Y,N,N,alternate seams; no blotch; nuchal damage
836,28,8/8/18,N,8,,110,SODO,NA,M,NA,NA,108,108,74,37,190,0,N,9,9,Y,N,N,
837,28,8/8/18,N,8,,110,SODO,NA,F,NA,NA,94,94,70,35,135,10,N,36,36,Y,N,N,
838,28,8/8/18,N,8,,110,PRUB,NA,M,NA,NA,217,217,193,72,1110,0,N,703,703,Y,N,N,
839,28,8/8/18,N,8,,110,PRUB,NA,M,NA,NA,283,284,251,98,2410,0,N,74,74,Y,N,N,
840,28,8/8/18,N,8,,110,PRUB,NA,F,NA,NA,296,298,283,108,3360,0,N,75,75,Y,N,N,damage to 20
841,28,8/8/18,N,8,,110,PRUB,NA,M,NA,NA,269,269,238,88,1490,0,N,55,55,Y,N,N,
842,28,8/8/18,N,8,,110,PRUB,NA,M,NA,NA,272,272,234,100,2320,0,N,45,45,,N,N,
843,28,8/8/18,N,8,,110,PRUB,NA,M,NA,NA,288,288,256,107,2450,0,N,8,8,Y,N,N,13 marginal scutes on each side
844,28,8/8/18,N,9,,111,CPIC,marginata,M,NA,NA,121,121,108,42,250,0,N,494,494,Y,N,N,
845,28,8/8/18,N,10,,112,CPIC,marginata,M,NA,NA,140,142,126,45,305,0,N,1021,1021,Y,N,N,13 marginal scutes on left side
846,28,8/8/18,N,10,,112,CPIC,marginata,M,NA,NA,125,128,117,40,230,0,N,165,165,Y,N,N,damage to top of plastron
847,28,8/8/18,N,10,,112,CPIC,marginata,M,NA,NA,116,116,109,39,195,1,N,600,600,,N,N,
848,28,8/8/18,N,10,,112,CPIC,marginata,M,NA,NA,101,101,93,34,140,0,N,601,601,,N,N,
849,28,8/8/18,N,10,,112,CPIC,marginata,M,NA,NA,124,125,114,40,215,0,N,602,602,,N,N,
850,28,8/8/18,N,10,,112,PRUB,NA,M,NA,NA,201,204,176,67,915,0,N,34,34,Y,N,N,
851,28,8/8/18,N,10,,112,PRUB,NA,M,NA,NA,237,240,209,80,1500,0,N,35,35,Y,N,N,
852,28,8/8/18,N,10,,112,PRUB,NA,M,NA,NA,271,275,243,99,2220,1,N,114,114,Y,N,N,"damage to 100, 200, 400 (scraped)"
853,28,8/8/18,N,10,,112,PRUB,NA,M,NA,NA,271,276,237,89,2030,0,N,210,210,Y,N,N,
854,28,8/8/18,N,10,,112,PRUB,NA,M,NA,NA,258,258,226,91,2280,2,N,270,270,,N,N,
855,28,8/8/18,N,10,,112,SODO,NA,M,NA,NA,93,93,65,35,125,1,N,3400,3400,Y,N,N,
